row,pl_name,st_name,st_num,pl_num,dis_met,dis_year,dis_loc,dic_fac,pl_orbper,pl_orb,pl_rade,pl_radj,pl_masse,pl_massj,pl_temp,st_spectype,st_temp,st_rad,st_mass,glat,glon,sy_dist,habit
2197,Kepler-1546 b,Kepler-1546,1,1,Transit,2016,Space,Kepler,19.5974971,0.1366,3.13,0.279,9.96,0.0313,671,,5623,0.93,0.95,7.647428,76.01243,931.956,0
2198,Kepler-1547 b,Kepler-1547,1,1,Transit,2016,Space,Kepler,0.69297968,0.0165,0.9,0.08,0.666,0.0021,3186,,6078,1.18,1.12,17.21866,72.10917,674.695,0
2199,Kepler-1548 b,Kepler-1548,1,1,Transit,2016,Space,Kepler,124.828679,0.4679,2.64,0.236,7.46,0.0235,350,,5706,0.97,0.99,16.1896,76.88161,872.279,0
2200,Kepler-1549 b,Kepler-1549,1,1,Transit,2016,Space,Kepler,214.886545,0.6687,2.57,0.229,7.13,0.0224,286,,5324,0.84,0.88,14.42318,69.79204,803.052,0
2201,Kepler-155 b,Kepler-155,1,2,Transit,2014,Space,Kepler,5.931194,0.056,2.09,0.186,5.02,0.0158,614,M0 V,4508,0.62,0.64,17.44948,81.9874,293.499,0
2202,Kepler-155 c,Kepler-155,1,2,Transit,2014,Space,Kepler,52.661793,0.242,2.24,0.2,5.65,0.0178,286,,4508,0.62,0.64,17.44948,81.9874,293.499,0
2203,Kepler-1550 b,Kepler-1550,1,1,Transit,2016,Space,Kepler,225.582809,0.7681,3.02,0.269,9.38,0.0295,348,,5991,1.11,1.07,12.87655,69.59785,1179.01,0
2204,Kepler-1551 b,Kepler-1551,1,1,Transit,2016,Space,Kepler,24.4973698,0.1772,2.66,0.237,7.56,0.0238,722,,6136,1.22,1.14,8.037785,73.90164,1463.72,0
2205,Kepler-1552 b,Kepler-1552,1,1,Transit,2016,Space,Kepler,184.771853,0.6045,2.47,0.22,6.66,0.021,268,,5202,0.78,0.85,10.36852,71.47971,769.096,0
2206,Kepler-1553 b,Kepler-1553,1,1,Transit,2016,Space,Kepler,4.24261881,0.0481,1.15,0.103,1.6,0.00505,926,,5288,0.81,0.85,10.26622,71.69953,692.594,0
2207,Kepler-1554 b,Kepler-1554,1,1,Transit,2016,Space,Kepler,198.088774,0.6314,2.9,0.259,8.75,0.0275,288,,5297,0.81,0.84,15.10175,72.46824,946.847,0
2208,Kepler-1555 b,Kepler-1555,1,1,Transit,2016,Space,Kepler,8.10501635,0.0805,1.61,0.144,3.22,0.0101,959,,5866,1.06,1.04,15.94386,76.57715,2013.27,0
2209,Kepler-1556 b,Kepler-1556,1,1,Transit,2016,Space,Kepler,8.82713457,0.0829,1.96,0.175,4.5,0.0142,797,,5608,0.95,0.97,13.22733,71.59819,944.54,0
2210,Kepler-1557 b,Kepler-1557,1,1,Transit,2016,Space,Kepler,3.74032496,0.049,1.53,0.136,2.96,0.0093,1287,,6099,1.17,1.11,12.48692,79.48344,1380.16,0
2211,Kepler-1558 b,Kepler-1558,1,1,Transit,2016,Space,Kepler,3.50470358,0.0419,0.68,0.061,0.244,0.00077,1019,,5101,0.79,0.83,16.91905,77.50751,325.737,0
2212,Kepler-1559 b,Kepler-1559,1,1,Transit,2016,Space,Kepler,0.97191543,0.018,0.72,0.064,0.299,0.00094,1609,,5316,0.82,0.86,11.38106,74.6041,614.827,0
2213,Kepler-156 b,Kepler-156,1,2,Transit,2014,Space,Kepler,4.973456,0.054,2.3,0.205,5.9,0.0186,867,,5094,0.81,0.84,10.84031,69.96492,443.483,0
2214,Kepler-156 c,Kepler-156,1,2,Transit,2014,Space,Kepler,15.906801,0.117,2.55,0.227,7.04,0.0221,588,,5094,0.81,0.84,10.84031,69.96492,443.483,0
2215,Kepler-1560 b,Kepler-1560,1,1,Transit,2016,Space,Kepler,3.03195744,0.0397,0.89,0.079,0.64,0.00201,1269,,5815,1.02,1.02,11.56277,75.81524,502.497,0
2216,Kepler-1561 b,Kepler-1561,1,1,Transit,2016,Space,Kepler,1.00520701,0.0194,1.09,0.097,1.32,0.00416,1682,,5957,1.11,1.07,9.06503,77.55481,839.076,0
2217,Kepler-1562 b,Kepler-1562,1,1,Transit,2016,Space,Kepler,64.2737752,0.3308,3.55,0.317,12.3,0.0388,554,,5760,1.05,1.02,12.09288,79.57733,2060.72,0
2218,Kepler-1563 b,Kepler-1563,1,1,Transit,2016,Space,Kepler,3.43276598,0.0442,0.75,0.067,0.347,0.00109,1134,,5765,0.99,1,17.54931,82.38686,616.697,0
2219,Kepler-1564 b,Kepler-1564,1,1,Transit,2016,Space,Kepler,18.0540381,0.1327,1.47,0.131,2.76,0.00869,635,,5528,0.9,0.93,14.44143,78.3032,908.805,0
2220,Kepler-1565 b,Kepler-1565,1,1,Transit,2016,Space,Kepler,1.53818844,0.0241,1.19,0.106,1.81,0.0057,1234,,4940,0.73,0.76,7.040775,75.50981,629.93,0
2221,Kepler-1566 b,Kepler-1566,1,1,Transit,2016,Space,Kepler,0.53991524,0.0121,0.79,0.07,0.418,0.00131,1871,,5254,0.81,0.84,16.73829,70.45596,466.586,0
2222,Kepler-1567 b,Kepler-1567,1,1,Transit,2016,Space,Kepler,153.979578,0.552,2.73,0.244,7.9,0.0249,330,,5655,0.93,0.95,14.44577,71.12802,1206.11,0
2223,Kepler-1568 b,Kepler-1568,1,1,Transit,2016,Space,Kepler,20.925392,0.1499,1.3,0.116,2.24,0.00705,729,,5956,1.19,1.09,15.80937,79.07176,916.313,0
2224,Kepler-1569 b,Kepler-1569,1,1,Transit,2016,Space,Kepler,5.79180156,0.0654,1.68,0.15,3.46,0.0109,1222,,6319,1.4,1.25,9.249909,70.17366,945.454,0
2225,Kepler-157 b,Kepler-157,1,3,Transit,2014,Space,Kepler,1.732342,0.028,1.32,0.118,2.3,0.00724,1546,,5774,1.04,1.02,10.77284,71.27589,773.713,0
2226,Kepler-157 c,Kepler-157,1,3,Transit,2014,Space,Kepler,13.5405,0.11,2.24,0.2,5.65,0.0178,779,,5774,1.04,1.02,10.77284,71.27589,773.713,0
2227,Kepler-157 d,Kepler-157,1,3,Transit,2016,Space,Kepler,7.02573474,0.0698,1.46,0.13,2.73,0.00859,969,,5866,1.03,1.02,10.77284,71.27589,773.713,0
2228,Kepler-1570 b,Kepler-1570,1,1,Transit,2016,Space,Kepler,26.548955,0.1784,1.07,0.095,1.24,0.0039,836,,5550,0.89,0.92,8.378316,80.5899,918.995,0
2229,Kepler-1571 b,Kepler-1571,1,1,Transit,2016,Space,Kepler,3.38555488,0.0432,1.52,0.136,2.92,0.0092,1476,,6297,1.39,1.23,7.616943,80.78031,675.303,0
2230,Kepler-1572 b,Kepler-1572,1,1,Transit,2016,Space,Kepler,5.49548621,0.0614,0.94,0.084,0.779,0.00245,1293,,5618,0.95,0.97,20.01226,76.08907,946.602,0
2231,Kepler-1573 b,Kepler-1573,1,1,Transit,2016,Space,Kepler,2.6157554,0.0364,1.2,0.107,1.87,0.00588,1379,,5808,1,1.01,14.18036,81.66089,1455.36,0
2232,Kepler-1574 b,Kepler-1574,1,1,Transit,2016,Space,Kepler,6.9424334,0.0743,1.29,0.115,2.21,0.00696,1003,,5892,1.08,1.06,14.7326,81.56851,1384.16,0
2233,Kepler-1575 b,Kepler-1575,1,1,Transit,2016,Space,Kepler,2.55314213,0.0366,1.31,0.117,2.27,0.00714,1312,,5667,0.92,0.95,12.09014,78.45378,1246.92,0
2234,Kepler-1576 b,Kepler-1576,1,1,Transit,2016,Space,Kepler,6.98471973,0.0726,1.04,0.093,1.12,0.00352,1059,,5876,1.06,1.05,12.8219,71.96203,460.91,0
2235,Kepler-1577 b,Kepler-1577,1,1,Transit,2016,Space,Kepler,6.30560247,0.0657,1.13,0.101,1.51,0.00474,1125,,4862,0.74,0.78,13.37522,79.8753,510.029,0
2236,Kepler-1578 b,Kepler-1578,1,1,Transit,2016,Space,Kepler,1.45088691,0.0252,1.04,0.093,1.12,0.00352,1700,,5545,0.86,0.9,16.31607,78.73871,1064.05,0
2237,Kepler-1579 b,Kepler-1579,1,1,Transit,2016,Space,Kepler,0.84990789,0.014,0.84,0.075,0.52,0.00164,1139,,4584,0.7,0.75,11.36971,76.25531,466,0
2238,Kepler-158 b,Kepler-158,1,2,Transit,2014,Space,Kepler,16.709184,0.111,2.12,0.189,5.14,0.0162,500,,4623,0.62,0.66,16.12699,69.82049,315.177,0
2239,Kepler-158 c,Kepler-158,1,2,Transit,2014,Space,Kepler,28.551383,0.158,1.9,0.17,4.27,0.0134,418,,4623,0.62,0.66,16.12699,69.82049,315.177,0
2240,Kepler-1580 b,Kepler-1580,1,1,Transit,2016,Space,Kepler,56.6449279,0.323,2.11,0.188,5.1,0.016,733,,6228,2.15,1.47,15.37288,71.92378,1002.02,0
2241,Kepler-1581 b,Kepler-1581,1,1,Transit,2016,Space,Kepler,6.28385491,0.0674,0.8,0.071,0.437,0.00137,1108,,6022,1.23,1.12,13.69398,70.69422,493.175,0
2242,Kepler-1582 b,Kepler-1582,1,1,Transit,2016,Space,Kepler,4.83817712,0.0316,1.49,0.133,2.83,0.00889,354,,3208,0.3,0.28,12.94706,72.7986,78.8906,0
2243,Kepler-1583 b,Kepler-1583,1,1,Transit,2016,Space,Kepler,9.32807355,0.085,0.6,0.054,0.156,0.00049,788,,5645,0.91,0.94,17.23206,77.49524,403.933,0
2244,Kepler-1584 b,Kepler-1584,1,1,Transit,2016,Space,Kepler,13.3997099,0.1168,1.61,0.144,3.22,0.0101,886,,6069,1.13,1.1,14.90335,74.28383,1416.31,0
2245,Kepler-1585 b,Kepler-1585,1,1,Transit,2016,Space,Kepler,3.5827463,0.0445,1.79,0.16,3.86,0.0121,1064,,5538,0.91,0.94,10.02583,78.17323,944.465,0
2246,Kepler-1586 b,Kepler-1586,1,1,Transit,2016,Space,Kepler,15.6049212,0.1266,1.52,0.136,2.92,0.0092,1013,,6681,1.75,1.45,8.933029,79.20912,552.55,0
2247,Kepler-1587 b,Kepler-1587,1,1,Transit,2016,Space,Kepler,9.4060467,0.0878,1.33,0.119,2.33,0.00733,981,,5933,1.22,1.08,14.43884,81.73934,1026.48,0
2248,Kepler-1588 b,Kepler-1588,1,1,Transit,2016,Space,Kepler,7.84931739,0.0726,0.76,0.068,0.363,0.00114,925,,5817,0.99,0.96,16.4459,78.93824,924.141,0
2249,Kepler-1589 b,Kepler-1589,1,1,Transit,2016,Space,Kepler,0.99166527,0.0205,1.09,0.097,1.32,0.00416,2102,,6166,1.25,1.18,9.255686,73.99894,1513.14,0
2250,Kepler-159 b,Kepler-159,1,2,Transit,2014,Space,Kepler,10.139623,0.082,2.38,0.212,6.26,0.0197,447,M0 V,4625,0.66,0.63,7.651399,75.22987,373.744,0
2251,Kepler-159 c,Kepler-159,1,2,Transit,2014,Space,Kepler,43.595792,0.218,3.41,0.304,11.5,0.0363,275,M0 V,4625,0.66,0.63,7.651399,75.22987,373.744,0
2252,Kepler-1590 b,Kepler-1590,1,1,Transit,2016,Space,Kepler,7.61760804,0.0772,1.14,0.102,1.55,0.00489,1020,,6053,1.16,1.11,14.5052,79.83409,771.152,0
2253,Kepler-1591 b,Kepler-1591,1,1,Transit,2016,Space,Kepler,8.18504949,0.0794,1.27,0.113,2.15,0.00678,892,,6082,1.16,1.1,9.823779,78.33732,1419.58,0
2254,Kepler-1592 b,Kepler-1592,1,1,Transit,2016,Space,Kepler,3.05710069,0.04,1.54,0.137,2.99,0.0094,1202,,6213,1.28,1.18,8.64059,71.83824,1639.47,0
2255,Kepler-1593 b,Kepler-1593,1,1,Transit,2016,Space,Kepler,174.509835,0.546,3.17,0.283,10.2,0.032,260,,4995,0.77,0.81,7.296692,79.63593,638.249,0
2256,Kepler-1594 b,Kepler-1594,1,1,Transit,2016,Space,Kepler,2.71603809,0.0396,1.06,0.095,1.2,0.00377,1360,,5946,1.08,1.06,13.14168,80.43622,976.868,0
2257,Kepler-1595 b,Kepler-1595,1,1,Transit,2016,Space,Kepler,4.56380468,0.051,1.23,0.11,2.04,0.00642,980,,5203,0.8,0.84,16.17228,73.43077,845.022,0
2258,Kepler-1596 b,Kepler-1596,1,1,Transit,2016,Space,Kepler,66.373379,0.3237,1.9,0.17,4.27,0.0134,471,,5706,0.92,0.95,18.57531,79.55823,2146.23,0
2259,Kepler-1597 b,Kepler-1597,1,1,Transit,2016,Space,Kepler,2.94654179,0.0427,1.06,0.095,1.2,0.00377,1497,,6377,1.39,1.25,14.31583,73.65459,1221.05,0
2260,Kepler-1598 b,Kepler-1598,1,1,Transit,2016,Space,Kepler,4.34195123,0.0527,0.95,0.085,0.809,0.00254,1236,,5940,1.09,1.07,15.82725,77.83278,619.862,0
2261,Kepler-1599 b,Kepler-1599,1,1,Transit,2016,Space,Kepler,122.363553,0.4823,1.62,0.145,3.26,0.0102,407,,5767,0.99,0.99,15.11555,71.79765,1328.2,0
2262,Kepler-16 b,Kepler-16,2,1,Transit,2011,Space,Kepler,228.776,0.7048,8.449,0.754,105.833,0.333,,,4450,0.65,0.69,17.36613,82.7856,75.0852,0
2263,Kepler-160 b,Kepler-160,1,3,Transit,2014,Space,Kepler,4.309397,0.05511,1.715,0.153,3.59,0.0113,1134,,5471,1.12,0.97,14.73468,73.90271,937.013,0
2264,Kepler-160 c,Kepler-160,1,3,Transit,2014,Space,Kepler,13.699429,0.1192,3.76,0.335,13.6,0.0428,771,,5471,1.12,0.97,14.73468,73.90271,937.013,0
2265,Kepler-160 d,Kepler-160,1,3,Transit Timing Variations,2020,Space,Kepler,30,0.17,,,100,0.31463,,,5471,1.12,,14.73468,73.90271,937.013,0
2266,Kepler-1600 b,Kepler-1600,1,1,Transit,2016,Space,Kepler,386.370548,0.9712,3.13,0.279,9.96,0.0313,209,,5214,0.82,0.86,10.52293,71.30222,1030.81,0
2267,Kepler-1601 b,Kepler-1601,1,1,Transit,2016,Space,Kepler,2.20921951,0.0336,0.82,0.073,0.477,0.0015,1507,,5869,1.07,1.04,14.40646,68.65614,644.456,0
2268,Kepler-1602 b,Kepler-1602,1,1,Transit,2016,Space,Kepler,11.17931605,0.1074,1.34,0.12,2.36,0.00742,1159,,6296,1.36,1.22,9.768316,73.56091,629.804,0
2269,Kepler-1603 b,Kepler-1603,1,1,Transit,2016,Space,Kepler,2.27163926,0.0351,1.29,0.115,2.21,0.00696,1522,,6241,1.31,1.21,9.593294,76.07194,2712.58,0
2270,Kepler-1604 b,Kepler-1604,1,1,Transit,2016,Space,Kepler,0.68368426,0.0089,1.41,0.126,2.57,0.00809,2023,,4976,0.76,0.81,16.90628,74.6998,541.189,0
2271,Kepler-1605 b,Kepler-1605,1,1,Transit,2016,Space,Kepler,85.7565495,0.3912,1.08,0.096,1.28,0.00403,528,,5280,0.82,0.86,16.93524,78.15061,546.23,0
2272,Kepler-1606 b,Kepler-1606,1,1,Transit,2016,Space,Kepler,196.435224,0.6421,2.07,0.185,4.94,0.0155,324,,5422,0.86,0.9,15.75381,73.68233,831.287,0
2273,Kepler-1607 b,Kepler-1607,1,1,Transit,2016,Space,Kepler,13.6473676,0.1075,0.92,0.082,0.721,0.00227,913,,6116,1.21,1.14,9.178254,76.43907,1286.1,0
2274,Kepler-1608 b,Kepler-1608,1,1,Transit,2016,Space,Kepler,16.4735686,0.1126,1.73,0.154,3.64,0.0115,612,,4992,0.72,0.75,7.95133,73.38461,832,0
2275,Kepler-1609 b,Kepler-1609,1,1,Transit,2016,Space,Kepler,114.34219,0.4679,2.22,0.198,5.56,0.0175,429,,6132,1.27,1.18,11.78035,71.67211,1826.04,0
2276,Kepler-161 b,Kepler-161,1,2,Transit,2014,Space,Kepler,4.921355,0.054,2.12,0.189,12.1,0.038,868,,5078,0.81,0.86,12.99459,74.95572,434.632,0
2277,Kepler-161 c,Kepler-161,1,2,Transit,2014,Space,Kepler,7.06424,0.068,2.05,0.183,11.8,0.037,769,,5078,0.81,0.86,12.99459,74.95572,434.632,0
2278,Kepler-1610 b,Kepler-1610,1,1,Transit,2016,Space,Kepler,8.70181574,0.0777,1.61,0.144,3.22,0.0101,750,,5383,0.87,0.91,10.58295,78.84085,864.331,0
2279,Kepler-1611 b,Kepler-1611,1,1,Transit,2016,Space,Kepler,5.1762429,0.0586,0.81,0.072,0.457,0.00144,1243,,5605,0.93,0.94,12.24641,82.93228,908.444,0
2280,Kepler-1612 b,Kepler-1612,1,1,Transit,2016,Space,Kepler,3.91795101,0.0482,1.03,0.092,1.08,0.0034,1030,,5643,0.94,0.96,13.61036,77.57699,764.726,0
2281,Kepler-1613 b,Kepler-1613,1,1,Transit,2016,Space,Kepler,1.5184299,0.0264,2.08,0.186,4.98,0.0157,1926,,6005,1.12,1.08,13.56035,75.06768,1508.33,0
2282,Kepler-1614 b,Kepler-1614,1,1,Transit,2016,Space,Kepler,3.9466141,0.0471,1.49,0.133,2.83,0.00889,981,,5121,0.76,0.79,19.14607,79.84005,1191.19,0
2283,Kepler-1615 b,Kepler-1615,1,1,Transit,2016,Space,Kepler,47.3126192,0.2788,2.06,0.184,4.9,0.0154,658,,5865,1.05,1.04,15.43981,72.86682,1393.83,0
2284,Kepler-1616 b,Kepler-1616,1,1,Transit,2016,Space,Kepler,6.76284377,0.0761,1.02,0.091,1.04,0.00328,1337,,6266,1.34,1.21,16.49422,75.87726,1137.81,0
2285,Kepler-1617 b,Kepler-1617,1,1,Transit,2016,Space,Kepler,27.4785572,0.181,1.2,0.107,1.87,0.00588,736,,6167,1.22,1.15,16.02215,77.33522,898.31,0
2286,Kepler-1618 b,Kepler-1618,1,1,Transit,2016,Space,Kepler,6.10826019,0.0706,1.26,0.112,2.13,0.00669,1267,,6620,1.65,1.41,11.27916,79.07167,1229.25,0
2287,Kepler-1619 b,Kepler-1619,1,1,Transit,2016,Space,Kepler,23.6225913,0.1611,0.76,0.068,0.363,0.00114,797,,5852,1,1,16.71564,74.7903,734.85,0
2288,Kepler-162 b,Kepler-162,1,2,Transit,2014,Space,Kepler,6.919798,0.069,1.26,0.112,2.13,0.00669,961,,5816,0.96,0.95,8.917201,77.82092,855.641,0
2289,Kepler-162 c,Kepler-162,1,2,Transit,2014,Space,Kepler,19.446355,0.137,3.03,0.27,9.43,0.0297,681,,5816,0.96,0.95,8.917201,77.82092,855.641,0
2290,Kepler-1620 b,Kepler-1620,1,1,Transit,2016,Space,Kepler,101.951829,0.4322,1.61,0.144,3.22,0.0101,428,,6157,1.23,1.15,10.47632,80.66111,895.069,0
2291,Kepler-1621 b,Kepler-1621,1,1,Transit,2016,Space,Kepler,92.263714,0.4204,2.16,0.193,5.31,0.0167,469,,6158,1.24,1.15,8.779775,78.03519,1631.66,0
2292,Kepler-1622 b,Kepler-1622,1,1,Transit,2016,Space,Kepler,10.8118737,0.0994,1.47,0.131,2.76,0.00869,922,,6436,1.5,1.31,10.86808,81.47198,796.477,0
2293,Kepler-1623 b,Kepler-1623,1,1,Transit,2016,Space,Kepler,4.36128348,0.0518,1.31,0.117,2.27,0.00714,1000,,5772,1,1,9.023095,72.95968,837.481,0
2294,Kepler-1624 b,Kepler-1624,1,1,Transit,2016,Space,Kepler,3.29030452,0.0327,5.7,0.509,27.6,0.0867,540,,3636,0.47,0.5,9.05563,70.45182,258.979,0
2295,Kepler-1625 b,Kepler-1625,1,1,Transit,2016,Space,Kepler,287.378949,0.8748,6.06,0.541,30.6,0.0962,350,,5677,0.94,0.96,8.267134,73.75002,2310.11,0
2296,Kepler-1626 b,Kepler-1626,1,1,Transit,2016,Space,Kepler,4.13962966,0.0537,2.02,0.18,4.74,0.0149,1352,,6826,1.85,1.51,7.955191,74.88684,1368.83,0
2297,Kepler-1627 b,Kepler-1627,1,1,Transit,2016,Space,Kepler,7.20283653,0.0643,3.69,0.329,13.2,0.0415,794,,5445,0.84,0.87,16.77961,71.5646,317.437,0
2298,Kepler-1628 b,Kepler-1628,1,1,Transit,2016,Space,Kepler,76.378033,0.2952,6.43,0.574,33.8,0.106,240,,3724,0.52,0.55,19.09882,72.70584,352,0
2299,Kepler-1629 b,Kepler-1629,1,1,Transit,2016,Space,Kepler,3.87595807,0.0485,0.77,0.069,0.381,0.0012,1081,,5776,1.01,1.01,20.19417,72.70895,336.09,0
2300,Kepler-163 b,Kepler-163,1,2,Transit,2014,Space,Kepler,7.810937,0.078,1.05,0.094,1.16,0.00364,906,,5776,0.92,0.88,11.87081,79.97331,689.814,0
2301,Kepler-163 c,Kepler-163,1,2,Transit,2014,Space,Kepler,21.347262,0.152,2.26,0.202,5.73,0.018,648,,5776,0.92,0.88,11.87081,79.97331,689.814,0
2302,Kepler-1630 b,Kepler-1630,1,1,Transit,2016,Space,Kepler,509.997402,1.1218,2.19,0.195,5.43,0.0171,182,,4736,0.63,0.66,8.766235,77.89157,331.213,0
2303,Kepler-1631 b,Kepler-1631,1,1,Transit,2016,Space,Kepler,4.09513932,0.0511,1.35,0.12,2.39,0.00752,1122,,5679,0.95,0.97,10.63796,76.9731,1305.99,0
2304,Kepler-1632 b,Kepler-1632,1,1,Transit,2016,Space,Kepler,448.303558,0.6762,2.47,0.22,6.66,0.021,369,,6137,1.19,1.12,10.77498,77.02204,716.76,0
2305,Kepler-1633 b,Kepler-1633,1,1,Transit,2016,Space,Kepler,186.404271,0.3875,1.58,0.141,3.12,0.00982,925,,6256,1.32,1.2,15.0638,76.07229,1114.91,0
2306,Kepler-1634 b,Kepler-1634,1,1,Transit,2016,Space,Kepler,374.876239,1.0525,3.19,0.285,10.3,0.0324,282,,5474,0.89,0.92,11.62184,77.98367,617.339,0
2307,Kepler-1635 b,Kepler-1635,1,1,Transit,2016,Space,Kepler,469.63111,1.117,3.64,0.325,12.9,0.0405,200,,5347,0.85,0.89,17.36603,75.79691,1069.45,0
2308,Kepler-1636 b,Kepler-1636,1,1,Transit,2016,Space,Kepler,425.47785,1.1546,3.23,0.288,10.5,0.0331,248,,5797,1.02,1.01,12.20048,79.17485,1947.54,0
2309,Kepler-1637 b,Kepler-1637,1,1,Transit,2016,Space,Kepler,6.10960324,0.0596,0.89,0.079,0.64,0.00201,1093,,5789,1.02,1.02,20.25103,77.61228,567.187,0
2310,Kepler-1638 b,Kepler-1638,1,1,Transit,2016,Space,Kepler,259.33683,0.745,1.87,0.167,4.16,0.0131,304,,5710,0.95,0.97,12.28816,81.52165,1525.52,0
2311,Kepler-1639 b,Kepler-1639,1,1,Transit,2016,Space,Kepler,9.878482,0.0932,2.58,0.23,7.18,0.0226,1003,,6150,1.18,1.12,19.93536,78.45342,1031.31,0
2312,Kepler-164 b,Kepler-164,1,3,Transit,2014,Space,Kepler,5.03503,0.058,1.41,0.126,2.57,0.00809,1141,,5888,1.15,1.09,16.58457,78.45862,890.758,0
2313,Kepler-164 c,Kepler-164,1,3,Transit,2014,Space,Kepler,10.945723,0.097,2.73,0.244,7.9,0.0249,881,,5888,1.15,1.09,16.58457,78.45862,890.758,0
2314,Kepler-164 d,Kepler-164,1,3,Transit,2014,Space,Kepler,28.986769,0.187,2.45,0.219,6.57,0.0207,637,,5888,1.15,1.09,16.58457,78.45862,890.758,0
2315,Kepler-1640 b,Kepler-1640,1,1,Transit,2016,Space,Kepler,7.5844126,0.0836,4.82,0.43,20.7,0.0652,1228,,6324,1.43,1.27,9.308775,74.29027,1859.78,0
2316,Kepler-1641 b,Kepler-1641,1,2,Transit,2016,Space,Kepler,19.672266,0.1473,3.11,0.277,9.85,0.031,908,,6152,1.19,1.12,8.462494,75.58833,860.37,0
2317,Kepler-1641 c,Kepler-1641,1,2,Transit,2016,Space,Kepler,32.657212,0.2065,2.95,0.263,9.01,0.0283,767,,6152,1.19,1.12,8.462494,75.58833,860.37,0
2318,Kepler-1642 b,Kepler-1642,1,2,Transit,2016,Space,Kepler,12.2057513,0.1016,3.2,0.285,10.3,0.0325,895,,5355,0.84,0.88,8.920142,77.72614,413.873,0
2319,Kepler-1642 c,Kepler-1642,1,2,Transit,2016,Space,Kepler,6.6513802,0.0678,2.66,0.237,7.56,0.0238,1095,,5355,0.84,0.88,8.920142,77.72614,413.873,0
2320,Kepler-1643 b,Kepler-1643,1,1,Transit,2016,Space,Kepler,5.34264507,0.0531,2.3,0.205,5.9,0.0186,799,,5508,0.88,0.92,7.481905,79.86511,341.774,0
2321,Kepler-1644 b,Kepler-1644,1,1,Transit,2016,Space,Kepler,21.0907758,0.142,1.88,0.168,4.19,0.0132,606,,5499,0.86,0.89,18.17316,78.25967,629.27,0
2322,Kepler-1645 b,Kepler-1645,1,1,Transit,2016,Space,Kepler,16.1779561,0.1285,1.78,0.159,3.82,0.012,754,,5812,1.02,1.02,11.06909,82.06018,1202.47,0
2323,Kepler-1646 b,Kepler-1646,1,1,Transit,2016,Space,Kepler,4.48558383,0.0295,1.23,0.11,2.04,0.00642,365,,3299,0.26,0.24,14.91815,73.86955,127.591,0
2324,Kepler-1647 b,Kepler-1647,2,1,Transit,2016,Space,Kepler,1107.5923,2.7205,11.874,1.059,483,1.51968,,,6210,1.79,1.22,6.836042,75.454,1212.45,0
2325,Kepler-1649 b,Kepler-1649,1,2,Transit,2017,Space,Kepler,8.689099,0.0514,1.017,0.091,1.03,0.00325,307,,3240,0.23,0.2,11.12853,74.45675,92.1913,0
2326,Kepler-1649 c,Kepler-1649,1,2,Transit,2020,Space,Kepler,19.53527,0.0649,1.06,0.095,1.2,0.00377,234,,3240,0.23,0.2,11.12853,74.45675,92.1913,1
2327,Kepler-165 b,Kepler-165,1,2,Transit,2014,Space,Kepler,8.180848,0.072,2.32,0.207,5.99,0.0189,716,,5211,0.77,0.79,21.12863,76.9202,560.885,0
2328,Kepler-165 c,Kepler-165,1,2,Transit,2014,Space,Kepler,15.31299,0.11,2.23,0.199,5.6,0.0176,581,,5211,0.77,0.79,21.12863,76.9202,560.885,0
2329,Kepler-1650 b,Kepler-1650,1,1,Transit,2017,Space,Kepler,1.53818001,0.0167,0.96,0.086,0.84,0.00264,602,,3410,0.33,0.33,8.210404,77.22911,134.397,0
2330,Kepler-1651 b,Kepler-1651,2,1,Transit,2017,Space,Kepler,9.87863917,0.0692,1.84,0.164,4.04,0.0127,393,,3713,0.5,0.52,19.45133,78.16902,66.4074,0
2331,Kepler-1652 b,Kepler-1652,1,1,Transit,2017,Space,Kepler,38.09722,0.1654,1.6,0.143,3.19,0.01,268,,3638,0.38,0.4,13.56507,82.45905,252,0
2332,Kepler-1653 b,Kepler-1653,1,1,Transit,2017,Space,Kepler,140.2524,0.4706,2.17,0.194,5.35,0.0168,284,,4807,0.69,0.72,8.248385,75.35177,755,0
2333,Kepler-1654 b,Kepler-1654,1,1,Transit,2018,Space,Kepler,1047.8356,2.026,9.18,0.819,158.915,0.5,206,G5 V,5597,1.18,1.01,19.06879,73.86665,568.117,0
2334,Kepler-1655 b,Kepler-1655,1,1,Transit,2018,Space,Kepler,11.8728787,0.103,2.213,0.197,5,0.01573,863,G0 V,6148,1.03,1.03,14.01691,70.10557,213.26,0
2335,Kepler-1656 b,Kepler-1656,1,1,Transit,2018,Space,Kepler,31.578659,0.197,5.02,0.448,48.6,0.15291,651,,5731,1.1,1.03,15.86375,70.07914,185.875,0
2336,Kepler-1658 b,Kepler-1658,1,1,Transit,2019,Space,Kepler,3.84937278,0.0544,11.994,1.07,1868.8404,5.88,2034,,6216,2.89,1.45,8.550054,72.5166,788.238,0
2337,Kepler-166 b,Kepler-166,1,3,Transit,2014,Space,Kepler,7.650254,0.072,2.27,0.203,5.77,0.0182,772,,5413,0.74,0.88,13.81922,81.14901,603.53,0
2338,Kepler-166 c,Kepler-166,1,3,Transit,2014,Space,Kepler,34.260281,0.195,2.38,0.212,6.26,0.0197,468,,5413,0.74,0.88,13.81922,81.14901,603.53,0
